negative_control,antibiotic,model,split_type,fold,n_train,n_test,n,n_resistant,n_susceptible,tp,tn,fp,fn,prevalence,sensitivity,specificity,false_susceptible_rate,false_resistant_rate,balanced_accuracy,mcc,ppv,npv,auroc_binary_score,auprc_binary_score,brier_binary_score,auroc_probability,auprc_probability,brier_probability,calibration_intercept,calibration_slope
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__007,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.24256023640601973,11.343050686344817,11.889745976146669
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,8,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9331872946330777,0.1881798580466884,63.929516440163106,63.60603348874439
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__008,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.27800544326668475,90.06500022654092,89.49571561647633
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,9,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.22618133762712075,0.22288240009986904,-81.93669465854829,-76.74900890448434
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__009,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.31077666844999147,-20.86815144894088,-19.205048729527824
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,10,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.23461394484728326,0.2156746488843936,-75.3604245149569,-69.0748641059873
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__010,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.297411095387884,-40.326967860401076,-38.31637374245217
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,11,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24856327667572647,0.21382598305829187,-92.71466325364668,-86.45694689941243
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__011,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.30422748865505145,-28.310699496678154,-26.280217577044343
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,12,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24044342558704884,0.21492421760051467,-83.06090742076213,-76.6411301980615
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__012,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.29107016988162404,-83.34718251554105,-79.78897012349081
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,13,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.2286558822703401,0.2010487829282461,-392.8503673749078,-378.5201578127617
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__013,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2657888491972298,27.47645042383197,27.84542745197233
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,14,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.16517615865964883,85.92753301772538,85.56535049509435
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__014,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.23550492633729378,9.90359676948563,10.899741890895386
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,15,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24856327667572647,0.20797113603955053,-130.1457156364167,-123.2661471984135
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__015,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.24159800334371279,11.42413047127223,12.30724209593215
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,16,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1818181818181818,0.39868565169769987,0.20055646187927834,-52.27681404218142,-49.44423012349101
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__016,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2846193014874637,-2900.3745428931493,-2817.6854309819887
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,17,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.17959889217498562,111.50158574126199,110.08733512566347
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__017,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.266075437016641,27.02257463795397,27.150958691908393
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,18,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.8636363636363636,0.8997809419496167,0.1812013980482833,5.724268147113105,6.765283197606615
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__018,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2843868469652805,-928.0662747461975,-908.8465074754783
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,19,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9545454545454546,0.966593647316539,0.17071052584842739,14.996598794279713,16.612045375515653
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__019,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2649855067733903,28.76178413530046,29.85864021458866
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,20,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0909090909090909,0.3318729463307777,0.20324042312054763,-36.101200066669676,-33.28365388880205
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__020,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2972387505199691,-38.78396645086991,-37.1231773434756
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,21,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1818181818181818,0.39868565169769987,0.2056569646453444,-34.21606821602642,-31.96983422656804
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__021,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.28398074079967983,-376.38703224182143,-374.1090385850869
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,22,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.7727272727272727,0.8329682365826944,0.19636096655565122,-6.981461066879422,-5.719214155418774
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__022,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.29130356629061377,-89.85872242675605,-85.32761737670647
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,23,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1818181818181818,0.39868565169769987,0.23217659598865417,-13.917490402317963,-12.43247876891324
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__023,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.31748086925917834,-16.538664445546818,-15.073443658736826
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,24,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24125821467688938,0.20407463063942766,-219.18449640922194,-209.48519552654002
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__024,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2848677750641213,1334.2891962631109,1285.7636656113043
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,25,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.23461394484728326,0.20023566818714764,-649.6641351117264,-631.7335054688223
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__025,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2722527890074453,40.384253080297775,40.029499137733914
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,26,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.17757880879223828,89.80271868667802,91.35837138662677
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__026,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2780054432666844,90.06500022653792,89.49571561647343
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,27,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.8181818181818182,0.8647248928373427,0.1977348355380598,-3.161225509180177,-2.0370788662190695
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__027,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.27171240856733614,42.764965098196065,43.103033473797595
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,28,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.17835121790798328,114.3705785235214,113.30028136866736
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__028,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.27851722282661073,79.11301350479894,77.33141498156205
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,29,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.19189141241479493,2058.986649897294,1982.1379905363299
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__029,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.31787665465014797,-17.582722687292733,-15.678516165683325
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,30,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24125821467688938,0.20755179560605677,-183.64036023550307,-177.16107148970335
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__030,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2972387505199689,-38.78396645087105,-37.12317734347668
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,31,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9331872946330777,0.17569097226694433,14.691440122919822,15.58874208522975
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__031,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2976064162739813,-42.03045422436848,-39.62891961298981
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,32,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9327799000881575,0.19266739612605796,78.88397462271485,78.18542840035124
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__032,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2782547218848629,84.2915278365518,83.08240329001963
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,33,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.2272727272727272,0.432092004381161,0.18177647677399855,7.13763158460922,7.962303899167072
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__033,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2530682950020766,16.39918121814889,17.361275926734912
