dataset_id,isolate_id,antibiotic,prediction,sequence_support,marker_summary,callable,basic_qc_status,phenotype,phenotype_quality,phenotype_recomputed,mic_raw,mic_numeric,mic_operator,borderline_mic,ast_method,medium,breakpoint_standard,breakpoint_version,near_clone_group,lineage_recomputed,country,bootstrap_unit,analysis_status,correct,development_5nn_distance,development_5nn_percentile,outcome,error
CHINA_NINGXIA_2022,SHZY33,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0032,SNP_CLUSTER_03,China,NCG0032,PRIMARY,yes,0.1450577913426478,0.0748792270531401,TN,False
CHINA_NINGXIA_2022,SHZY34,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0033,SNP_CLUSTER_03,China,NCG0033,PRIMARY,no,0.1037491180763001,0.004830917874396135,FP,True
CHINA_NINGXIA_2022,SHZY35,levofloxacin,R,ASSEMBLY_ONLY,N87I,yes,PASS,R,A_mic_public_exact_link,R,16,16,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0034,SNP_CLUSTER_03,China,NCG0034,PRIMARY,yes,0.129809180058246,0.04830917874396135,TP,False
CHINA_NINGXIA_2022,SHZY36,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0035,SNP_CLUSTER_03,China,NCG0035,PRIMARY,no,0.1444662707544265,0.0748792270531401,FP,True
CHINA_NINGXIA_2022,SHZY37,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.125,0.125,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0036,SNP_CLUSTER_03,China,NCG0036,PRIMARY,yes,0.1216100759460771,0.026570048309178744,TN,False
CHINA_NINGXIA_2022,SHZY38,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0037,SNP_CLUSTER_01,China,NCG0037,PRIMARY,no,0.4942267879825588,0.6159420289855072,FN,True
CHINA_NINGXIA_2022,SHZY39,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,16,16,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0038,SNP_CLUSTER_04,China,NCG0038,PRIMARY,no,0.9642048942406178,0.8840579710144928,FN,True
CHINA_NINGXIA_2022,SHZY40,clarithromycin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0039,SNP_CLUSTER_03,China,NCG0039,PRIMARY,yes,0.1157671796043063,0.021739130434782608,TN,False
CHINA_NINGXIA_2022,SHZY40,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0039,SNP_CLUSTER_03,China,NCG0039,PRIMARY,yes,0.1157671796043063,0.021739130434782608,TN,False
CHINA_NINGXIA_2022,SHZY41,levofloxacin,R,ASSEMBLY_ONLY,D91N,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0040,SNP_CLUSTER_03,China,NCG0040,PRIMARY,yes,0.7241978245133908,0.7801932367149759,TP,False
CHINA_NINGXIA_2022,SHZY42,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0041,SNP_CLUSTER_03,China,NCG0041,PRIMARY,yes,0.1148312581485178,0.01932367149758454,TN,False
CHINA_NINGXIA_2022,SHZY43,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0042,SNP_CLUSTER_03,China,NCG0042,PRIMARY,no,0.116937048720165,0.021739130434782608,FN,True
CHINA_NINGXIA_2022,SHZY44,levofloxacin,R,ASSEMBLY_ONLY,N87I,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0043,SNP_CLUSTER_03,China,NCG0043,PRIMARY,yes,0.1093900995439451,0.007246376811594203,TP,False
CHINA_NINGXIA_2022,SHZY45,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0044,SNP_CLUSTER_03,China,NCG0044,PRIMARY,yes,0.1714306762930491,0.1111111111111111,TN,False
CHINA_NINGXIA_2022,SHZY46,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0045,SNP_CLUSTER_03,China,NCG0045,PRIMARY,yes,0.185204179069317,0.11835748792270531,TP,False
CHINA_NINGXIA_2022,SHZY47,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0046,SNP_CLUSTER_03,China,NCG0046,PRIMARY,yes,0.11558493607143,0.021739130434782608,TP,False
CHINA_NINGXIA_2022,SHZY48,clarithromycin,R,ASSEMBLY_ONLY,A2143G,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0047,SNP_CLUSTER_03,China,NCG0047,PRIMARY,yes,0.1818534917222486,0.11594202898550725,TP,False
CHINA_NINGXIA_2022,SHZY48,levofloxacin,R,ASSEMBLY_ONLY,N87I,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0047,SNP_CLUSTER_03,China,NCG0047,PRIMARY,yes,0.1818534917222486,0.11594202898550725,TP,False
CHINA_NINGXIA_2022,SHZY49,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0048,SNP_CLUSTER_03,China,NCG0048,PRIMARY,yes,0.1254149642756089,0.03140096618357488,TN,False
CHINA_NINGXIA_2022,SHZY50,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.25,0.25,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0049,SNP_CLUSTER_03,China,NCG0049,PRIMARY,yes,0.1113661502457148,0.012077294685990338,TN,False
CHINA_NINGXIA_2022,SHZY51,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.5,0.5,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0050,SNP_CLUSTER_03,China,NCG0050,PRIMARY,yes,0.1303050654519023,0.04830917874396135,TN,False
CHINA_NINGXIA_2022,SHZY52,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,2,2,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0051,SNP_CLUSTER_03,China,NCG0051,PRIMARY,no,0.1231401139194692,0.028985507246376812,FN,True
CHINA_NINGXIA_2022,SHZY53,levofloxacin,R,ASSEMBLY_ONLY,D91N,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0052,SNP_CLUSTER_03,China,NCG0052,PRIMARY,yes,0.1356518095647522,0.057971014492753624,TP,False
CHINA_NINGXIA_2022,SHZY54,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0053,SNP_CLUSTER_03,China,NCG0053,PRIMARY,yes,0.1040811982858237,0.004830917874396135,TN,False
CHINA_NINGXIA_2022,SHZY55,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,2,2,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0054,SNP_CLUSTER_01,China,NCG0054,PRIMARY,no,0.5634355243715063,0.6714975845410628,FN,True
CHINA_NINGXIA_2022,SHZY57,clarithromycin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.125,0.125,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0055,SNP_CLUSTER_03,China,NCG0055,PRIMARY,yes,0.1084227843912955,0.007246376811594203,TN,False
CHINA_NINGXIA_2022,SHZY57,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,2,2,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0055,SNP_CLUSTER_03,China,NCG0055,PRIMARY,no,0.1084227843912955,0.007246376811594203,FN,True
CHINA_NINGXIA_2022,SHZY59,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0056,SNP_CLUSTER_03,China,NCG0056,PRIMARY,yes,0.1015388412055281,0.0024154589371980675,TN,False
CHINA_NINGXIA_2022,SHZY60,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0057,SNP_CLUSTER_03,China,NCG0057,PRIMARY,no,0.0959236928244857,0.0024154589371980675,FN,True
ZENODO_10369064,S01,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:1.0000,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0468,SNP_CLUSTER_03,China,NCG0468,PRIMARY,yes,0.0968392666979087,0.0024154589371980675,TP,False
ZENODO_10369064,S01,levofloxacin,S,RAW_READ_SUPPORTED,N87N;A88A;D91D,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0468,SNP_CLUSTER_03,China,NCG0468,PRIMARY,yes,0.0968392666979087,0.0024154589371980675,TN,False
ZENODO_10369064,S03,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:0.6316,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0469,SNP_CLUSTER_03,China,NCG0469,PRIMARY,yes,0.0981456837540583,0.0024154589371980675,TP,False
ZENODO_10369064,S03,levofloxacin,S,RAW_READ_SUPPORTED,N87N;A88A;D91D,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0469,SNP_CLUSTER_03,China,NCG0469,PRIMARY,yes,0.0981456837540583,0.0024154589371980675,TN,False
ZENODO_10369064,S04,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:1.0000,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0470,SNP_CLUSTER_03,China,NCG0470,PRIMARY,yes,0.1620560831522533,0.10386473429951691,TP,False
ZENODO_10369064,S05,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:1.0000,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0471,SNP_CLUSTER_03,China,NCG0471,PRIMARY,yes,0.1230199317436489,0.028985507246376812,TP,False
ZENODO_10369064,S05,levofloxacin,R,RAW_READ_SUPPORTED,N87K;A88A;D91D,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0471,SNP_CLUSTER_03,China,NCG0471,PRIMARY,yes,0.1230199317436489,0.028985507246376812,TP,False
ZENODO_10369064,S06,clarithromycin,S,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:0.0000,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0472,SNP_CLUSTER_03,China,NCG0472,PRIMARY,yes,0.1033275821633915,0.004830917874396135,TN,False
ZENODO_10369064,S07,clarithromycin,S,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:0.0000,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0473,SNP_CLUSTER_03,China,NCG0473,PRIMARY,yes,0.1165257027568679,0.021739130434782608,TN,False
